category,category_ru,name,difficulty,forbidden_words
club,клубы,Уфа,medium,Уфа
club,клубы,Факел,medium,Факел
club,клубы,Оренбург,medium,Оренбург
club,клубы,Химки,medium,Химки
club,клубы,Балтика,medium,Балтика
club,клубы,Мордовия,medium,Мордовия
club,клубы,Алания,medium,Алания
club,клубы,Шинник,medium,Шинник
club,клубы,Анжи,medium,Анжи
club,клубы,СКА-Хабаровск,medium,СКА-Хабаровск|СКА|Хабаровск
club,клубы,Томь,medium,Томь
club,клубы,Ротор,medium,Ротор
club,клубы,Кубань,medium,Кубань
club,клубы,Черноморец,medium,Черноморец
club,клубы,Сатурн,medium,Сатурн
club,клубы,Амкар,medium,Амкар
player,игроки,Игнацио Абате,medium,Игнацио Абате|Игнацио|Абате
player,игроки,Кристиан Аббьяти,medium,Кристиан Аббьяти|Кристиан|Аббьяти
player,игроки,Тэмми Абрахам,medium,Тэмми Абрахам|Тэмми|Абрахам
player,игроки,Даниэль Аггер,medium,Даниэль Аггер|Даниэль|Аггер
player,игроки,Серхио Агуэро,medium,Серхио Агуэро|Серхио|Агуэро
player,игроки,Тони Адамс,medium,Тони Адамс|Тони|Адамс
player,игроки,Эммануэль Адебайор,medium,Эммануэль Адебайор|Эммануэль|Адебайор
player,игроки,Адриано,medium,Адриано
player,игроки,Арис Адурис,medium,Арис Адурис|Арис|Адурис
player,игроки,Эден Азар,medium,Эден Азар|Эден|Азар
player,игроки,Пабло Аймар,medium,Пабло Аймар|Пабло|Аймар
player,игроки,Андре Айю,medium,Андре Айю|Андре|Айю
player,игроки,Роберто Айяла,medium,Роберто Айяла|Роберто|Айяла
player,игроки,Альберто Аквилани,medium,Альберто Аквилани|Альберто|Аквилани
player,игроки,Игорь Акинфеев,medium,Игорь Акинфеев|Игорь|Акинфеев
player,игроки,Давид Алаба,medium,Давид Алаба|Давид|Алаба
player,игроки,Дани Алвес,medium,Дани Алвес|Дани|Алвес
player,игроки,Алдаир,medium,Алдаир
player,игроки,Тоби Алдервейрельд,medium,Тоби Алдервейрельд|Тоби|Алдервейрельд
player,игроки,Евгений Алдонин,medium,Евгений Алдонин|Евгений|Алдонин
player,игроки,Алекс,medium,Алекс
player,игроки,Трент Александер-Арнольд,medium,Трент Александер-Арнольд|Трент|Александер|Арнольд
player,игроки,Дмитрий Аленичев,medium,Дмитрий Аленичев|Дмитрий|Аленичев
player,игроки,Алиссон,medium,Алиссон
player,игроки,Аллан,medium,Аллан
player,игроки,Деле Алли,medium,Деле Алли|Деле|Алли
player,игроки,Маркос Алонсо,medium,Маркос Алонсо|Маркос|Алонсо
player,игроки,Хаби Алонсо,medium,Хаби Алонсо|Хаби|Алонсо
player,игроки,Жорди Альба,medium,Жорди Альба|Жорди|Альба
player,игроки,Давид Альбельда,medium,Давид Альбельда|Давид|Альбельда
player,игроки,Луис Альберто,medium,Луис Альберто|Луис|Альберто
player,игроки,Рауль Альбиоль,medium,Рауль Альбиоль|Рауль|Альбиоль
player,игроки,Мигель Альмирон,medium,Мигель Альмирон|Мигель|Альмирон
player,игроки,Мануэль Альмуния,medium,Мануэль Альмуния|Мануэль|Альмуния
player,игроки,Массимо Амброзини,medium,Массимо Амброзини|Массимо|Амброзини
player,игроки,Софьян Амрабат,medium,Софьян Амрабат|Софьян|Амрабат
player,игроки,Жано Ананидзе,medium,Жано Ананидзе|Жано|Ананидзе
player,игроки,Андерсон,medium,Андерсон
player,игроки,Фелипе Андерсон,medium,Фелипе Андерсон|Фелипе|Андерсон
player,игроки,Мариано Андухар,medium,Мариано Андухар|Мариано|Андухар
player,игроки,Николя Анелька,medium,Николя Анелька|Николя|Анелька
player,игроки,Тьерри Анри,medium,Тьерри Анри|Тьерри|Анри
player,игроки,Карло Анчелотти,medium,Карло Анчелотти|Карло|Анчелотти
player,игроки,Александр Анюков,medium,Александр Анюков|Александр|Анюков
player,игроки,Ари,medium,Ари
player,игроки,Максимилиан Арнольд,medium,Максимилиан Арнольд|Максимилиан|Арнольд
player,игроки,Кепа Аррисабалага,medium,Кепа Аррисабалага|Кепа|Аррисабалага
player,игроки,Микель Артета,medium,Микель Артета|Микель|Артета
player,игроки,Андрей Аршавин,medium,Андрей Аршавин|Андрей|Аршавин
player,игроки,Квадво Асамоа,medium,Квадво Асамоа|Квадво|Асамоа
player,игроки,Малхаз Асатиани,medium,Малхаз Асатиани|Малхаз|Асатиани
player,игроки,Серхио Асенхо,medium,Серхио Асенхо|Серхио|Асенхо
player,игроки,Яго Аспас,medium,Яго Аспас|Яго|Аспас
player,игроки,Сесар Аспиликуэта,medium,Сесар Аспиликуэта|Сесар|Аспиликуэта
player,игроки,Бенуа Ассу-Экото,medium,Бенуа Ассу-Экото|Бенуа|Ассу|Экото
player,игроки,Уссем Ауар,medium,Уссем Ауар|Уссем|Ауар
player,игроки,Одил Ахмедов,medium,Одил Ахмедов|Одил|Ахмедов
player,игроки,Ильзат Ахметов,medium,Ильзат Ахметов|Ильзат|Ахметов
player,игроки,Франческо Ачерби,medium,Франческо Ачерби|Франческо|Ачерби
player,игроки,Демба Ба,medium,Демба Ба|Демба|Ба
player,игроки,Райан Бабель,medium,Райан Бабель|Райан|Бабель
player,игроки,Милан Бадель,medium,Милан Бадель|Милан|Бадель
player,игроки,Роберто Баджо,medium,Роберто Баджо|Роберто|Баджо
player,игроки,Никита Баженов,medium,Никита Баженов|Никита|Баженов
player,игроки,Карлос Бакка,medium,Карлос Бакка|Карлос|Бакка
player,игроки,Михаэль Баллак,medium,Михаэль Баллак|Михаэль|Баллак
player,игроки,Марио Балотелли,medium,Марио Балотелли|Марио|Балотелли
player,игроки,Флоран Бальмон,medium,Флоран Бальмон|Флоран|Бальмон
player,игроки,Василий Баранов,medium,Василий Баранов|Василий|Баранов
player,игроки,Габриэл Барбоза,medium,Габриэл Барбоза|Габриэл|Барбоза
player,игроки,Андреа Бардзальи,medium,Андреа Бардзальи|Андреа|Бардзальи
player,игроки,Франко Барези,medium,Франко Барези|Франко|Барези
player,игроки,Николо Барелла,medium,Николо Барелла|Николо|Барелла
player,игроки,Дмитрий Баринов,medium,Дмитрий Баринов|Дмитрий|Баринов
player,игроки,Транквилло Барнетта,medium,Транквилло Барнетта|Транквилло|Барнетта
player,игроки,Вильмар Барриос,medium,Вильмар Барриос|Вильмар|Барриос
player,игроки,Фабьен Бартез,medium,Фабьен Бартез|Фабьен|Бартез
player,игроки,Джоуи Бартон,medium,Джоуи Бартон|Джоуи|Бартон
player,игроки,Алессандро Бастони,medium,Алессандро Бастони|Алессандро|Бастони
player,игроки,Габриэль Батистута,medium,Габриэль Батистута|Габриэль|Батистута
player,игроки,Ники Батт,medium,Ники Батт|Ники|Батт
player,игроки,Оливер Бауманн,medium,Оливер Бауманн|Оливер|Бауманн
player,игроки,Марко Баша,medium,Марко Баша|Марко|Баша
player,игроки,Андреас Бек,medium,Андреас Бек|Андреас|Бек
player,игроки,Франц Беккенбауэр,medium,Франц Беккенбауэр|Франц|Беккенбауэр
player,игроки,Алиссон Беккер,medium,Алиссон Беккер|Алиссон|Беккер
player,игроки,Игорь Беланов,medium,Игорь Беланов|Игорь|Беланов
player,игроки,Эмре Белезоглу,medium,Эмре Белезоглу|Эмре|Белезоглу
player,игроки,Крейг Беллами,medium,Крейг Беллами|Крейг|Беллами
player,игроки,Эктор Беллерин,medium,Эктор Беллерин|Эктор|Беллерин
player,игроки,Карим Бельараби,medium,Карим Бельараби|Карим|Бельараби
player,игроки,Висса Бен Йеддер,medium,Висса Бен Йеддер|Висса|Бен|Йеддер
player,игроки,Диего Бенальо,medium,Диего Бенальо|Диего|Бенальо
player,игроки,Йосси Бенаюн,medium,Йосси Бенаюн|Йосси|Бенаюн
player,игроки,Ларс Бендер,medium,Ларс Бендер|Ларс|Бендер
player,игроки,Свен Бендер,medium,Свен Бендер|Свен|Бендер
player,игроки,Никлас Бендтнер,medium,Никлас Бендтнер|Никлас|Бендтнер
player,игроки,Карим Бензема,medium,Карим Бензема|Карим|Бензема
player,игроки,Вальтер Бенитес,medium,Вальтер Бенитес|Вальтер|Бенитес
player,игроки,Исмаэль Беннасер,medium,Исмаэль Беннасер|Исмаэль|Беннасер
player,игроки,Родриго Бентанкур,medium,Родриго Бентанкур|Родриго|Бентанкур
player,игроки,Димитар Бербатов,medium,Димитар Бербатов|Димитар|Бербатов
player,игроки,Маркус Берг,medium,Маркус Берг|Маркус|Берг
player,игроки,Деннис Бергкамп,medium,Деннис Бергкамп|Деннис|Бергкамп
player,игроки,Роман Березовский,medium,Роман Березовский|Роман|Березовский
player,игроки,Василий Березуцкий,medium,Василий Березуцкий|Василий|Березуцкий
player,игроки,Алексей Березуцкий,medium,Алексей Березуцкий|Алексей|Березуцкий
player,игроки,Федерико Бернардески,medium,Федерико Бернардески|Федерико|Бернардески
player,игроки,Константин Бесков,medium,Константин Бесков|Константин|Бесков
player,игроки,Джордж Бест,medium,Джордж Бест|Джордж|Бест
player,игроки,Владимир Бесчастных,medium,Владимир Бесчастных|Владимир|Бесчастных
player,игроки,Яка Бийол,medium,Яка Бийол|Яка|Бийол
player,игроки,Динияр Билялетдинов,medium,Динияр Билялетдинов|Динияр|Билялетдинов
player,игроки,Кристиано Бираги,medium,Кристиано Бираги|Кристиано|Бираги
player,игроки,Кристиан Бистрович,medium,Кристиан Бистрович|Кристиан|Бистрович
player,игроки,Лоран Блан,medium,Лоран Блан|Лоран|Блан
player,игроки,Якуб Блащиковски,medium,Якуб Блащиковски|Якуб|Блащиковски
player,игроки,Дейли Блинд,medium,Дейли Блинд|Дейли|Блинд
player,игроки,Данни Блинд,medium,Данни Блинд|Данни|Блинд
player,игроки,Олег Блохин,medium,Олег Блохин|Олег|Блохин
player,игроки,Жером Боатенг,medium,Жером Боатенг|Жером|Боатенг
player,игроки,Артур Бока,medium,Артур Бока|Артур|Бока
player,игроки,Сальваторе Боккетти,medium,Сальваторе Боккетти|Сальваторе|Боккетти
player,игроки,Джакомо Бонавентура,medium,Джакомо Бонавентура|Джакомо|Бонавентура
player,игроки,Збигнев Бонек,medium,Збигнев Бонек|Збигнев|Бонек
player,игроки,Питер Бонетти,medium,Питер Бонетти|Питер|Бонетти
player,игроки,Леонардо Бонуччи,medium,Леонардо Бонуччи|Леонардо|Бонуччи
player,игроки,Александр Бородюк,medium,Александр Бородюк|Александр|Бородюк
player,игроки,Денис Бояринцев,medium,Денис Бояринцев|Денис|Бояринцев
player,игроки,Клаудио Браво,medium,Клаудио Браво|Клаудио|Браво
player,игроки,Титус Брамбл,medium,Титус Брамбл|Титус|Брамбл
player,игроки,Юлиан Брандт,medium,Юлиан Брандт|Юлиан|Брандт
player,игроки,Уэс Браун,medium,Уэс Браун|Уэс|Браун
player,игроки,Джимми Бриан,medium,Джимми Бриан|Джимми|Бриан
player,игроки,Уэйн Бридж,medium,Уэйн Бридж|Уэйн|Бридж
player,игроки,Марсело Брозович,medium,Марсело Брозович|Марсело|Брозович
player,игроки,Александр Бубнов,medium,Александр Бубнов|Александр|Бубнов
player,игроки,Максим Бузникин,medium,Максим Бузникин|Максим|Бузникин
player,игроки,Дмитрий Булыкин,medium,Дмитрий Булыкин|Дмитрий|Булыкин
player,игроки,Николас Бурдиссо,medium,Николас Бурдиссо|Николас|Бурдиссо
player,игроки,Серхио Бускетс,medium,Серхио Бускетс|Серхио|Бускетс
player,игроки,Ханс-Йорг Бутт,medium,Ханс-Йорг Бутт|Ханс|Йорг|Бутт
player,игроки,Джанлуиджи Буффон,medium,Джанлуиджи Буффон|Джанлуиджи|Буффон
player,игроки,Владимир Быстров,medium,Владимир Быстров|Владимир|Быстров
player,игроки,Анатолий Бышовец,medium,Анатолий Бышовец|Анатолий|Бышовец
player,игроки,Гарет Бэйл,medium,Гарет Бэйл|Гарет|Бэйл
player,игроки,Дэвид Бэкхэм,medium,Дэвид Бэкхэм|Дэвид|Бэкхэм
player,игроки,Гордон Бэнкс,medium,Гордон Бэнкс|Гордон|Бэнкс
player,игроки,Роман Бюрки,medium,Роман Бюрки|Роман|Бюрки
player,игроки,Роман Вайденфеллер,medium,Роман Вайденфеллер|Роман|Вайденфеллер
player,игроки,Владимир Вайсс,medium,Владимир Вайсс|Владимир|Вайсс
player,игроки,Антонио Валенсия,medium,Антонио Валенсия|Антонио|Валенсия
player,игроки,Борха Валеро,medium,Борха Валеро|Борха|Валеро
player,игроки,Матьё Вальбуэна,medium,Матьё Вальбуэна|Матьё|Вальбуэна
player,игроки,Федерико Вальверде,medium,Федерико Вальверде|Федерико|Вальверде
player,игроки,Виктор Вальдес,medium,Виктор Вальдес|Виктор|Вальдес
player,игроки,Марко Ван Бастен,medium,Марко Ван Бастен|Марко|Ван|Бастен
player,игроки,Вирджил Ван Дейк,medium,Вирджил Ван Дейк|Вирджил|Ван|Дейк
player,игроки,Эдвин Ван Дер Сар,medium,Эдвин Ван Дер Сар|Эдвин|Ван|Дер|Сар
player,игроки,Рууд Ван Нистелрой,medium,Рууд Ван Нистелрой|Рууд|Ван|Нистелрой
player,игроки,Рафаэль Варан,medium,Рафаэль Варан|Рафаэль|Варан
player,игроки,Хуан Мануэль Варгас,medium,Хуан Мануэль Варгас|Хуан|Мануэль|Варгас
player,игроки,Варела,medium,Варела
player,игроки,Виктор Васин,medium,Виктор Васин|Виктор|Васин
player,игроки,Лукас Васкес,medium,Лукас Васкес|Лукас|Васкес
player,игроки,Джордж Веа,medium,Джордж Веа|Джордж|Веа
player,игроки,Тимоти Веа,medium,Тимоти Веа|Тимоти|Веа
player,игроки,Ваут Вегхорст,medium,Ваут Вегхорст|Ваут|Вегхорст
player,игроки,Карлос Вела,medium,Карлос Вела|Карлос|Вела
player,игроки,Веллитон,medium,Веллитон
player,игроки,Вендел,medium,Вендел
player,игроки,Жордан Верету,medium,Жордан Верету|Жордан|Верету
player,игроки,Франк Веркаутерен,medium,Франк Веркаутерен|Франк|Веркаутерен
player,игроки,Понтус Вернблум,medium,Понтус Вернблум|Понтус|Вернблум
player,игроки,Тимо Вернер,medium,Тимо Вернер|Тимо|Вернер
player,игроки,Марко Верратти,medium,Марко Верратти|Марко|Верратти
player,игроки,Ян Вертонген,medium,Ян Вертонген|Ян|Вертонген
player,игроки,Джанлука Виалли,medium,Джанлука Виалли|Джанлука|Виалли
player,игроки,Артуро Видаль,medium,Артуро Видаль|Артуро|Видаль
player,игроки,Неманья Видич,medium,Неманья Видич|Неманья|Видич
player,игроки,Патрик Виейра,medium,Патрик Виейра|Патрик|Виейра
player,игроки,Тим Визе,medium,Тим Визе|Тим|Визе
player,игроки,Джорджиньо Вийналдум,medium,Джорджиньо Вийналдум|Джорджиньо|Вийналдум
player,игроки,Виллиан,medium,Виллиан
player,игроки,Тони Вильена,medium,Тони Вильена|Тони|Вильена
player,игроки,Марк Вильмотс,medium,Марк Вильмотс|Марк|Вильмотс
player,игроки,Сильвен Вильтор,medium,Сильвен Вильтор|Сильвен|Вильтор
player,игроки,Давид Вилья,medium,Давид Вилья|Давид|Вилья
player,игроки,Арон Винтер,medium,Арон Винтер|Арон|Винтер
player,игроки,Флориан Вирц,medium,Флориан Вирц|Флориан|Вирц
player,игроки,Висенте,medium,Висенте
player,игроки,Аксель Витцель,medium,Аксель Витцель|Аксель|Витцель
player,игроки,Душан Влахович,medium,Душан Влахович|Душан|Влахович
player,игроки,Никола Влашич,medium,Никола Влашич|Никола|Влашич
player,игроки,Мирко Вучинич,medium,Мирко Вучинич|Мирко|Вучинич
player,игроки,Кристиан Вьери,medium,Кристиан Вьери|Кристиан|Вьери
player,игроки,Патрик Габбарон,medium,Патрик Габбарон|Патрик|Габбарон
player,игроки,Габи,medium,Габи
player,игроки,Владимир Габулов,medium,Владимир Габулов|Владимир|Габулов
player,игроки,Валерий Газзаев,medium,Валерий Газзаев|Валерий|Газзаев
player,игроки,Юрий Газинский,medium,Юрий Газинский|Юрий|Газинский
player,игроки,Милан Гайич,medium,Милан Гайич|Милан|Гайич
player,игроки,Хосе Гайя,medium,Хосе Гайя|Хосе|Гайя
player,игроки,Алессандро Гамберини,medium,Алессандро Гамберини|Алессандро|Гамберини
player,игроки,Кевин Гамейро,medium,Кевин Гамейро|Кевин|Гамейро
player,игроки,Марек Гамшик,medium,Марек Гамшик|Марек|Гамшик
player,игроки,Гансо,medium,Гансо
player,игроки,Вальтер Гаргано,medium,Вальтер Гаргано|Вальтер|Гаргано
player,игроки,Гарринча,medium,Гарринча
player,игроки,Рауль Гарсия,medium,Рауль Гарсия|Рауль|Гарсия
player,игроки,Пол Гаскойн,medium,Пол Гаскойн|Пол|Гаскойн
player,игроки,Марио Гаспар,medium,Марио Гаспар|Марио|Гаспар
player,игроки,Дженнаро Гаттузо,medium,Дженнаро Гаттузо|Дженнаро|Гаттузо
player,игроки,Пеп Гвардиола,medium,Пеп Гвардиола|Пеп|Гвардиола
player,игроки,Кристиан Гентнер,medium,Кристиан Гентнер|Кристиан|Гентнер
player,игроки,Марио Гетце,medium,Марио Гетце|Марио|Гетце
player,игроки,Шей Гивен,medium,Шей Гивен|Шей|Гивен
player,игроки,Райан Гиггз,medium,Райан Гиггз|Райан|Гиггз
player,игроки,Гильерме,medium,Гильерме
player,игроки,Александр Глеб,medium,Александр Глеб|Александр|Глеб
player,игроки,Денис Глушаков,medium,Денис Глушаков|Денис|Глушаков
player,игроки,Серж Гнабри,medium,Серж Гнабри|Серж|Гнабри
player,игроки,Сидней Гову,medium,Сидней Гову|Сидней|Гову
player,игроки,Диего Годин,medium,Диего Годин|Диего|Годин
player,игроки,Александр Головин,medium,Александр Головин|Александр|Головин
player,игроки,Джо Гомез,medium,Джо Гомез|Джо|Гомез
player,игроки,Папу Гомез,medium,Папу Гомез|Папу|Гомез
player,игроки,Эурелио Гомес,medium,Эурелио Гомес|Эурелио|Гомес
player,игроки,Марио Гомес,medium,Марио Гомес|Марио|Гомес
player,игроки,Нуну Гомеш,medium,Нуну Гомеш|Нуну|Гомеш
player,игроки,Бафетимби Гомис,medium,Бафетимби Гомис|Бафетимби|Гомис
player,игроки,Максим Гоналон,medium,Максим Гоналон|Максим|Гоналон
player,игроки,Нико Гонсалез,medium,Нико Гонсалез|Нико|Гонсалез
player,игроки,Сергей Горлукович,medium,Сергей Горлукович|Сергей|Горлукович
player,игроки,Александр Горшков,medium,Александр Горшков|Александр|Горшков
player,игроки,Робин Госенс,medium,Робин Госенс|Робин|Госенс
player,игроки,Лукаш Градецки,medium,Лукаш Градецки|Лукаш|Градецки
player,игроки,Владимир Гранат,medium,Владимир Гранат|Владимир|Гранат
player,игроки,Андреас Гранквист,medium,Андреас Гранквист|Андреас|Гранквист
player,игроки,Антуан Гризманн,medium,Антуан Гризманн|Антуан|Гризманн
player,игроки,Кевин Гросскройц,medium,Кевин Гросскройц|Кевин|Гросскройц
player,игроки,Вячеслав Грулев,medium,Вячеслав Грулев|Вячеслав|Грулев
player,игроки,Фреди Гуарин,medium,Фреди Гуарин|Фреди|Гуарин
player,игроки,Томаш Губочан,medium,Томаш Губочан|Томаш|Губочан
player,игроки,Эйдур Гудьонсен,medium,Эйдур Гудьонсен|Эйдур|Гудьонсен
player,игроки,Петер Гулачи,medium,Петер Гулачи|Петер|Гулачи
player,игроки,Рууд Гуллит,medium,Рууд Гуллит|Рууд|Гуллит
player,игроки,Сергей Гуренко,medium,Сергей Гуренко|Сергей|Гуренко
player,игроки,Ролан Гусев,medium,Ролан Гусев|Ролан|Гусев
player,игроки,Луис Густаво,medium,Луис Густаво|Луис|Густаво
player,игроки,Гути,medium,Гути
player,игроки,Андрес Д'Алессандро,medium,Андрес Д'Алессандро|Андрес|Д'Алессандро
player,игроки,Осман Дабо,medium,Осман Дабо|Осман|Дабо
player,игроки,Джонатан Дэвид,medium,Джонатан Дэвид|Джонатан|Дэвид
player,игроки,Эдгар Давидс,medium,Эдгар Давидс|Эдгар|Давидс
player,игроки,Эрик Дайер,medium,Эрик Дайер|Эрик|Дайер
player,игроки,Кирон Дайер,medium,Кирон Дайер|Кирон|Дайер
player,игроки,Оливье Дакур,medium,Оливье Дакур|Оливье|Дакур
player,игроки,Кенни Далглиш,medium,Кенни Далглиш|Кенни|Далглиш
player,игроки,Диого Далот,medium,Диого Далот|Диого|Далот
player,игроки,Данило,medium,Данило
player,игроки,Данни,medium,Данни
player,игроки,Данте,medium,Данте
player,игроки,Маттео Дармиан,medium,Маттео Дармиан|Маттео|Дармиан
player,игроки,Ринат Дасаев,medium,Ринат Дасаев|Ринат|Дасаев
player,игроки,Кевин Де Брюйне,medium,Кевин Де Брюйне|Кевин|Де|Брюйне
player,игроки,Стефан Де Врей,medium,Стефан Де Врей|Стефан|Де|Врей
player,игроки,Найджел Де Йонг,medium,Найджел Де Йонг|Найджел|Де|Йонг
player,игроки,Мартен Де Роон,medium,Мартен Де Роон|Мартен|Де|Роон
player,игроки,Даниэле Де Росси,medium,Даниэле Де Росси|Даниэле|Де|Росси
player,игроки,Морган Де Санктис,medium,Морган Де Санктис|Морган|Де|Санктис
player,игроки,Давид Де Хеа,medium,Давид Де Хеа|Давид|Де|Хеа
player,игроки,Маттиа Де Шильо,medium,Маттиа Де Шильо|Маттиа|Де|Шильо
player,игроки,Матьё Дебюши,medium,Матьё Дебюши|Матьё|Дебюши
player,игроки,Висенте Дель Боске,medium,Висенте Дель Боске|Висенте|Дель|Боске
player,игроки,Алессандро Дель Пьеро,medium,Алессандро Дель Пьеро|Алессандро|Дель|Пьеро
player,игроки,Муса Дембеле,medium,Муса Дембеле|Муса|Дембеле
player,игроки,Мартин Демичелис,medium,Мартин Демичелис|Мартин|Демичелис
player,игроки,Игорь Денисов,medium,Игорь Денисов|Игорь|Денисов
player,игроки,Виталий Денисов,medium,Виталий Денисов|Виталий|Денисов
player,игроки,Дерлей,medium,Дерлей
player,игроки,Марсель Десайи,medium,Марсель Десайи|Марсель|Десайи
player,игроки,Джермейн Дефо,medium,Джермейн Дефо|Джермейн|Дефо
player,игроки,Эмре Джан,medium,Эмре Джан|Эмре|Джан
player,игроки,Дэвид Джеймс,medium,Дэвид Джеймс|Дэвид|Джеймс
player,игроки,Рис Джеймс,medium,Рис Джеймс|Рис|Джеймс
player,игроки,Эдин Джеко,medium,Эдин Джеко|Эдин|Джеко
player,игроки,Джермейн Дженас,medium,Джермейн Дженас|Джермейн|Дженас
player,игроки,Стивен Джеррард,medium,Стивен Джеррард|Стивен|Джеррард
player,игроки,Георгий Джикия,medium,Георгий Джикия|Георгий|Джикия
player,игроки,Альберто Джилардино,medium,Альберто Джилардино|Альберто|Джилардино
player,игроки,Берат Джимсити,medium,Берат Джимсити|Берат|Джимсити
player,игроки,Фил Джонс,medium,Фил Джонс|Фил|Джонс
player,игроки,Глен Джонсон,medium,Глен Джонсон|Глен|Джонсон
player,игроки,Юрий Джоркаефф,medium,Юрий Джоркаефф|Юрий|Джоркаефф
player,игроки,Балаш Джуджак,medium,Балаш Джуджак|Балаш|Джуджак
player,игроки,Винисиус Джуниор,medium,Винисиус Джуниор|Винисиус|Джуниор
player,игроки,Алан Дзагоев,medium,Алан Дзагоев|Алан|Дзагоев
player,игроки,Маттиа Дзакканьи,medium,Маттиа Дзакканьи|Маттиа|Дзакканьи
player,игроки,Джанлука Дзамбротта,medium,Джанлука Дзамбротта|Джанлука|Дзамбротта
player,игроки,Хавьер Дзанетти,medium,Хавьер Дзанетти|Хавьер|Дзанетти
player,игроки,Кристиан Дзанетти,medium,Кристиан Дзанетти|Кристиан|Дзанетти
player,игроки,Николо Дзаньоло,medium,Николо Дзаньоло|Николо|Дзаньоло
player,игроки,Давиде Дзаппакоста,medium,Давиде Дзаппакоста|Давиде|Дзаппакоста
player,игроки,Джанфранко Дзола,medium,Джанфранко Дзола|Джанфранко|Дзола
player,игроки,Дино Дзофф,medium,Дино Дзофф|Дино|Дзофф
player,игроки,Артем Дзюба,medium,Артем Дзюба|Артем|Дзюба
player,игроки,Джованни Ди Лоренцо,medium,Джованни Ди Лоренцо|Джованни|Ди|Лоренцо
player,игроки,Анхель Ди Мария,medium,Анхель Ди Мария|Анхель|Ди|Мария
player,игроки,Роберто Ди Маттео,medium,Роберто Ди Маттео|Роберто|Ди|Маттео
player,игроки,Альфредо Ди Стефано,medium,Альфредо Ди Стефано|Альфредо|Ди|Стефано
player,игроки,Абу Диаби,medium,Абу Диаби|Абу|Диаби
player,игроки,Пауло Дибала,medium,Пауло Дибала|Пауло|Дибала
player,игроки,Игорь Дивеев,medium,Игорь Дивеев|Игорь|Дивеев
player,игроки,Дида,medium,Дида
player,игроки,Федерико Димарко,medium,Федерико Димарко|Федерико|Димарко
player,игроки,Марко Донадель,medium,Марко Донадель|Марко|Донадель
player,игроки,Дони,medium,Дони
player,игроки,Джанлуиджи Доннарумма,medium,Джанлуиджи Доннарумма|Джанлуиджи|Доннарумма
player,игроки,Джонатан Дос Сантос,medium,Джонатан Дос Сантос|Джонатан|Дос|Сантос
player,игроки,Бас Дост,medium,Бас Дост|Бас|Дост
player,игроки,Майкл Доусон,medium,Майкл Доусон|Майкл|Доусон
player,игроки,Юлиан Дракслер,medium,Юлиан Дракслер|Юлиан|Дракслер
player,игроки,Себастьян Дриусси,medium,Себастьян Дриусси|Себастьян|Дриусси
player,игроки,Дидье Дрогба,medium,Дидье Дрогба|Дидье|Дрогба
player,игроки,Мартин Дубравка,medium,Мартин Дубравка|Мартин|Дубравка
player,игроки,Йежи Дудек,medium,Йежи Дудек|Йежи|Дудек
player,игроки,Дуду,medium,Дуду
player,игроки,Сейду Думбия,medium,Сейду Думбия|Сейду|Думбия
player,игроки,Дунга,medium,Дунга
player,игроки,Виктор Дьёкереш,medium,Виктор Дьёкереш|Виктор|Дьёкереш
player,игроки,Бен Дэвис,medium,Бен Дэвис|Бен|Дэвис
player,игроки,Дензел Дюмфрис,medium,Дензел Дюмфрис|Дензел|Дюмфрис
player,игроки,Вадим Евсеев,medium,Вадим Евсеев|Вадим|Евсеев
player,игроки,Александр Ерохин,medium,Александр Ерохин|Александр|Ерохин
player,игроки,Кристоф Жалле,medium,Кристоф Жалле|Кристоф|Жалле
player,игроки,Жереми Жано,medium,Жереми Жано|Жереми|Жано
player,игроки,Рифат Жемалетдинов,medium,Рифат Жемалетдинов|Рифат|Жемалетдинов
player,игроки,Валер Жермен,medium,Валер Жермен|Валер|Жермен
player,игроки,Андре-Пьер Жиньяк,medium,Андре-Пьер Жиньяк|Андре|Пьер|Жиньяк
player,игроки,Юрий Жирков,medium,Юрий Жирков|Юрий|Жирков
player,игроки,Оливье Жиру,medium,Оливье Жиру|Оливье|Жиру
player,игроки,Жо,medium,Жо
player,игроки,Жоазиньо,medium,Жоазиньо
player,игроки,Жоржиньо,medium,Жоржиньо
player,игроки,Диого Жота,medium,Диого Жота|Диого|Жота
player,игроки,Жоэлинтон,medium,Жоэлинтон
player,игроки,Жуан,medium,Жуан
player,игроки,Жуниньо,medium,Жуниньо
player,игроки,Людовик Жюли,medium,Людовик Жюли|Людовик|Жюли
player,игроки,Марсель Забитцер,medium,Марсель Забитцер|Марсель|Забитцер
player,игроки,Антон Заболотный,medium,Антон Заболотный|Антон|Заболотный
player,игроки,Никола Залевски,medium,Никола Залевски|Никола|Залевски
player,игроки,Арсен Захарян,medium,Арсен Захарян|Арсен|Захарян
player,игроки,Саша Зделар,medium,Саша Зделар|Саша|Зделар
player,игроки,Зе Роберто,medium,Зе Роберто|Зе|Роберто
player,игроки,Джонатан Зебина,medium,Джонатан Зебина|Джонатан|Зебина
player,игроки,Кларенс Зеедорф,medium,Кларенс Зеедорф|Кларенс|Зеедорф
player,игроки,Петр Зелински,medium,Петр Зелински|Петр|Зелински
player,игроки,Зинедин Зидан,medium,Зинедин Зидан|Зинедин|Зидан
player,игроки,Зико,medium,Зико
